Timestamp,What positive things have happened today (if any)?,What negative things have happened today (if any)?,Did you make the most of today?,How much fun did you have?,Are you happy with the quality of your work?,How productive have you felt outside of yourself?,Would you have preferred more or less social interaction?,How emotionally healthy did you feel throughout the day?,How close do you feel to being burned out?,How much personal time did you have?,Would you have preferred to have had more or less personal time?,Did you exercise?,,Is there any lesson or observation about life you want to remember from today?,Which of these values do you felt you actively lived today?,Any reflection about your mission statement?,Did you struggle with any of these values today?,Are there any relevant aspects you think this survey didn't touch on?,Are there any aspects of the survey you feel are not relevant?,"Give yourself grace. Get some good sleep.

Will you make the most of your day tomorrow?",Did you accomplish the goals you set out to do?,"If none, how much does that bother you?",What's been a small thing that's brought you joy today?,How much social cohesion did you feel?,Who has made a positive impact on your day?,,Are there any emotions you're processing right now you'd like to keep track of?,Are there any friend life events mentioned today you want to keep in mind for the future?,Any Karina things you want to remember?,Has there been any small thing you’ve done/thought about today that you’re proud of yourself for?,How well did you feel you had the time to do everything you wanted?,What do you want to do in order tomorrow morning?,What are your overall priorities tomorrow?,Thesis updates?,,Brand,,,,,,,,,,,,What's one thing you want to remember for tomorrow?
10/25/2022 1:31:57,"Networking event meeting Aby and really chatting deeply with much respect for the other, finishing near final doodle cut",,4,3,,4,3,3,5,3,4,,,,,,,,,Yes,2,,Nah,3,Karina,,"Film industry…. On one hand I get so praised by it, but is it the lifestyle I want??",,How cute she looked cuddled up on my bed,,,,,,,,,,,,,,,,,,,
10/24/2022 1:09:32,"Having near done export of Doodle, watching game of thrones finale",No time to dilly dally with working on 4 projects at once,5,3,,4,3,2,5,4,3,Yes,,,,,,,,Yes,3,,The weather was good so I continued walking around URC and came across these flower beds of pinks and there were these lil bees going from flower to flower and it was so peaceful,3,Karina,,Feeling like I’m pushing the limit too much with honors project,Trev chemistry exam on Wednesday ,"She kindly offered to sit on ground to make room for game of thrones, said that I’m doing really well (super supportive)",,,,,,,,,,,,,,,,,,,
10/22/2022 23:54:51,"Dinner with trev and I’s parents, figuring out costumes with Karina, getting good animation work done on exquisite shorts",,5,4,,4,3,5,3,3,4,,,,,,,,,,2,,When trev’s dad talked about how unique Indian cuisine is from western food and that’s why he likes it,5,"Karina, mom, trev",,,,,,,,,,,,,,,,,,,,,,,
10/22/2022 0:56:20,"Filming the fake trip and having people help me up and having to play it off so they didn’t ruin the shot, chatting with Ikki after ETV meeting about how to better go about the meetings, chatting with Jaeden about what animation film companies are the best",,5,4,,4,3,5,4,2,5,Yes,,So satisfying to submit something even when I have more time with it like the theory essay I submitted today… definitely good to get it off my mind,,,,,,Yes,4,,The one girl who said ‘woah it’s like straight out of a movie’ when I fake fell to be in my short film 😂😂,3,Jaeden,,Am I properly balanced with romantic and work? I mean I know I’m more work oriented than most but honestly I’m still feeling like I’d like more time to do work and less time with relationship…. Not sure how to approach that if this feeling sticks around,,,,,,,,,,,,,,,,,,,,,
10/20/2022 23:32:33,"Alex called me and we chatted for a good 20 mins and joked about game of thrones, trev’s parents stopping by and chatting with them, Nicholas convo, Kheyal and Jaeden lunch",Anxious over honors and not doing enough,4,3,,2,3,2,4,1,5,,,,,,,,,Yes,3,,Trevor’s dad making the joke about how big our bathrooms are and that we could fit all of us doing stuff in there,3,"Alex, Kheyal, Trevor",,Stress over not doing enough for honors,,,,,,,,,,,,,,,,,,,,,
10/19/2022 23:46:05,"ETV exec dinner and car ride chatting about hazing movies, getting app work done with Kewal, Barba meeting going over honors stuff",Karina sadness over divorce stuff,4,2,,3,3,3,5,2,4,,,,,,,,,Yes,2,,Moment at dinner talking with Ikki deeply about his father and how he feels like he needs to be a better man before he can confront that,2,"Ikki, Kewal",,Frustration with Hadley for mocking my question… realizing she’s very judgemental,"Ikki figuring stuff out with where home is, Karina dad divorce feelings",,,,,,,,,,,,,,,,,,,,
10/18/2022 23:54:44,Bump into karina before film screening and got to introduce her to Alejandra,"Not being able to see mom on campus, overwhelmed",3,1,,2,2,2,5,1,5,Yes,,,,,,,,Yes,4,,The two friends on cox bridge who saw each other and excitedly hugged each other… was so sweet,2,Karina,,"Sadness at not being as connected with parents, desire to learn coding and make apps, not sure how I should’ve approached Julanna saying she was doing horrible this morning",,,,,,,,,,,,,,,,,,,,,
10/18/2022 0:26:20,"Walk and talk about stress with Nandish, feeling of happiness seeing other students in libs and on cox bridge",Lot of meetings back to back. Not enough time to do all homework,3,2,,3,3,3,4,2,5,Yes,,,,,,Note: nandish mentioned wanting to be more positive and think about good things. I think this idea is core to our new conception to the app,,Yes,2,,Nandish and Kewal both thinking they saw each other from very far away at the exact same time to then realize it was actually the other later on,3,"Karina, Nandish",,Exhaustion yet trying to find happiness amid hecticness,"Samir test tmr, nandish project due tmr",,,,,,,,,,,,,,,,,,,,
10/17/2022 0:04:01,"Watching game of thrones with the squad, introducing Karina to avatar",,5,3,,5,3,4,4,2,4,Yes,,,,,,,,Yes,4,,Appreciate Demetrios for making cookies for us all to enjoy while watching Game of Thrones,4,Karina,,,,,,,,,,,,,,,,,,,,,,,
10/16/2022 0:44:44,"Spontaneous pickup soccer and meeting Emily, watching wild game of thrones episode with Trevor, playing Mafia at Kewal’s birthday party",Not finishing as much of tutorial as I wanted,5,5,,4,3,4,3,3,3,Yes,,,,,,,,Yes,3,,The moment during Mafia when Kewal started imitating Caleb behind his back and everyone was laughing but Caleb was high and didn’t know what was going on,5,"Kewal, Trevor",,,Caleb loves white macadamia nut cookies,,,,,,,,,,,,,,,,,,,,
10/14/2022 23:47:57,"Jaeden lunch chatting about leadership, ETV animation interest conversations with Sam and London, dinner with Karina where everything felt so real",,5,4,,5,3,4,2,4,4,Yes,,,,,,,,Yes,5,,"Random conversation bump in with Liam about his honors on the utility of suffering in the human experience, also the way the light glinted off that one plate of pizza in the DCT",4,Karina,,,Mark tyler birthday on future calendars as Oct 15,She really likes lime,,,,,,,,,,,,,,,,,,,
10/12/2022 23:17:02,"Chatting with JD, finishing miscellaneous tasks in coffee shop, spontaneous app meeting with Kewal, getting audio version of honors animatic",,5,3,,5,3,5,2,3,4,,,,,,,,,Yes,5,,The amazing sunset clouds which had so many layers it felt like a science fiction film it was truly awesome,3,"JD, Kewal, Connor Kamp",,,Adway interview tmr at 1pm (?),,,,,,,,,,,,,,,,,,,,
10/11/2022 23:20:06,"Coming up with horror movie ideas with Caleb in hot tub, Alex phone call catching up, meeting John while hiking",,5,4,,4,2,3,4,2,4,,,,,,,,,Yes,4,,Samir holding stick with triumph over outlook of Suches,4,"Caleb, Samir, Kewal, Simran, Alex",,,,,,,,,,,,,,,,,,,,,,,
10/11/2022 1:15:18,"Long hike and chilling at waterfall, playing sardines at night hiding with Samir, mafia games",,5,5,,3,3,3,1,3,4,Yes,,,,,,,,Yes,4,,Seeing the large yellow moon rising over hill with Caleb while driving back from gas station,4,"Kewal, Caleb, Samir, Naman, Simran",,,Kewal’s birthday is in 6 days!,,,,,,,,,,,,,,,,,,,,
10/9/2022 0:37:12,"Morning walk in woods, Kheyal lollipops performance, meeting Diana!",,5,4,,3,3,5,4,4,4,Yes,,,,,,,,Yes,2,,The feeling of awe at the forest and how big it is,4,Karina,,,,She loves lime! Will eat it straight up with salt,,,,,,,,,,,,,,,,,,,
10/8/2022 0:08:27,"Paul Markowski meeting, making random friend with Becca in coffee shop, finishing Staying Afloat, very chill ETV meeting talking about film",,5,3,,4,3,3,4,2,4,Yes,,I love my morning routine and it’s hard for me to leave it even to stay with Karina,,,,,,Yes,4,,Beautiful conversations about film with small ETV group,5,"Paul Markowski, Kheyal",,For internship where should I look? New York? How do I get into smallish company where I’ll have impact?,Reach out to Becca about music!,,,,,,,,,,,,,,,,,,,,
10/6/2022 23:45:58,"Cuddling with Karina, finishing Staying Afloat, talking with Sami",Moment of stress when had to balance doing 3 things at once after filming Staying Afloat,4,4,,4,3,2,5,1,5,,,,,,,Definitely need more of a space for work stress… ugh I did not like today,,Yes,4,,The dramatic angle of shadows on ESC while we were filming Staying Afloat,2,Karina,,Should I say something to kheyal about her comments to Anya or the other work stuff?,,,,,,,,,,,,,,,,,,,,,
10/6/2022 0:38:26,"filming wonder shot of Staying Afloat and it being better than I could’ve dreamed, karina bringing me a packed lunch",,5,4,,5,3,4,4,2,4,Yes,,,,,,,,Yes,5,,When I ran into Kewal and Samir near the village and we almost went venturing into the woods but turned back… love those guys,3,"Karina, Kheyal, Demetrios",,Whether I should mention Kheyal’s attitude towards Anya or her continual phrasing of having so much going on coming off as her thinking she’s so cool,,She brought me food which was so sweet…. I should give her something back… a surprise!,,,,,,,,,,,,,,,,,,,
10/5/2022 0:22:51,"Chatting with Lauren, watching Wallace and gromit in class",Feeling like shit getting up in the morning,5,3,,4,4,3,5,1,5,Yes,,,,,,,,Yes,4,,The sunlight in my hands as I walked with Lauren to class,3,"Karina, Lauren, Kheyal, Jaeden",,,,,,,,,,,,,,,,,,,,,,,
10/4/2022 1:00:08,"Staying afloat filming was fun and exhilarating, pushing my comfortabilities with staying true to my hesitation with Anya",No breaks,5,4,,4,3,4,5,1,5,,,,,,,,Don’t need asking if I was bothered by not fulfilling goals,Yes,3,3,Moment when I sat down next to Ethan and really dived deep into directing him for the voice over was so much fun,3,"Karina, Eli, Trevor, Kheyal",,Processing how to handle Anya situation,,,,,,,,,,,,,,,,,,,,,
10/3/2022 0:49:27,"House of dragon watch, agreeing with Isabel against the things Hadley was saying","Koan dropping the ball on doodle music, not enough time to do schoolwork, hecticness",3,2,,2,2,2,5,3,5,,,"Just set aside time at start of day to know what I’m doing that day, must stand up for my own viewpoints and call others out when they do something I don’t like (Hadley being biased towards Anya)",,,,Add work stress question,,Yes,1,,Can’t think of anything ugh,3,"Karina, Mom, Dad, Trevor",,Frustration at Hadley for always being pessimistic and bringing issues up and being so biased towards Anya,Aman Econ exam tomorrow and math exam wednesday,She doesn’t ‘get’ fish which is hilarious,,,,,,,,,,,,,,,,,,,
10/1/2022 21:34:38,"Personal time to watch movie, calling grandma, finishing most tasks in library",,5,3,,5,3,4,2,5,3,,,,,,,,,Yes,5,,Grandma Ruth offering herself to listen to me if I’m ever stressed (so sweet),3,"Grandma Ruth, Karina",,,,,,,,,,,,,,,,,,,,,,,
10/1/2022 0:44:08,"Staying Afloat filming, ETV meeting Lauren and professional development convos, Samir kidnapping",,5,4,,4,3,4,4,2,5,,,,,,,,,Yes,2,,The struck look on the first years when I gave them my extra foosball… they were so thankful,4,"Karina, Jaeden, Lauren",,,,,,,,,,,,,,,,,,,,,,,
9/29/2022 23:37:29,"Karina Lego building date, Staying Afloat tests","Exhaustion from doing so much, headache at end of day",4,3,,3,2,2,4,1,5,Yes,,,,,,,,Yes,2,,The little comment Dr. Bernstein made about how it was great to have me in class,3,"Karina, Kheyal",,,Adway doing some test for Harvard on October 3rd,,,,,,,,,,,,,,,,,,,,
9/29/2022 0:34:42,Staying Afloat tests and meeting Sam a sound designer,Exhaustion and overwhelmed seeing so many people,4,2,,4,1,2,4,2,5,Yes,,,"Seek child look wonder at the mundane, Be inspired by the opportunity of fear, Do not allow resentment to grow towards myself or others, Seize the moment to be alive",,,Maybe measure of exhaustion,,Yes,4,,The moment on the bus when I got the urge to take a long exposure photograph was so much fun and I’m so happy to be able to express creativity there,2,Karina,,Why can I be so sad one moment and so happy minutes later,,,,,,,,,,,,,,,,,,,,,
9/27/2022 23:43:49,Doodle music notes with Kheyal,"Numb and exhausted about grandma, too many meetings",3,2,,3,2,1,5,1,5,,,,,,,,,Yes,4,,Pretty leaves blowing in wind through campus,3,"Demetrios, Kewal, Kheyal",,,Trevor chemistry exam (tomorrow?),,,,,,,,,,,,,,,,,,,,
9/27/2022 0:07:36,Filming Samir video with Kheyal and Kewal and Sonia,Grandma Joann passed away this morning,4,2,,3,3,2,5,3,5,Yes,,,,,,,,Yes,4,2,In lullwater once I sat down a gust of wind came and blew down a bunch of leaves which floated through the air together through the trees… felt like grandma saying hello,3,"Karina, Kheyal, Ikki",,"Feeling pressure to feel certain ways about family death, sadness about parents passing away",Trevor chen test Wednesday,,,,,,,,,,,,,,,,,,,,
9/26/2022 1:00:02,"New animatic for honors thesis, catching up with Anna",Stressing about telling Xavier to not come to watch party,4,3,,4,3,2,3,3,3,Yes,,,,,,,,Yes,5,,Not sure,4,"Karina, Anna",,,,,,,,,,,,,,,,,,,,,,,
9/25/2022 0:01:03,"Amazing walk through lullwater felt so peaceful, check in with Moyo for director advice while filming, Greek festival with Karina",Hard talks with Cynthia questioning entire scope and story of honors thesis,4,4,,3,2,4,2,3,4,,,Giving people advice doesn’t have to be a critique or hard thing to hear (a la Moyo advice on directing),"Seek child look wonder at the mundane, Be inspired by the opportunity of fear, Recognize when I'm pleasing others over myself, Seize the moment to be alive",,,,,Yes,3,,"The moment when I walked out of my door and saw Trevor pick up a chocolate from his floor, inspect it, then take a bite right as he made eye contact with me. Absolutely hilarious",3,"Karina, Cynthia, Trevor",,,,"She likes turtle shaped jewelry, especially gold",,,,,,,,,,,,,,,,,,,
9/24/2022 0:02:54,Walking with Caleb and Kewal,"Grandma hospice, feeling overwhelmed, ETV frustration",3,2,,2,3,1,5,4,3,Yes,,,,,,,,Yes,2,,Kheyal and i having deep convos in second floor Cox late at night,3,"Kewal, Caleb, Kheyal",,Frustration at Isabel for being kinda a dick and disrespectful when I was talking with her,,,,,,,,,,,,,,,,,,,,,
9/23/2022 0:48:12,"Karina gift of lil mail box, getting a finished version of website done, antico’s dinner with Trev","Not enough sleep, headache, still unsure about honors",4,2,,4,3,3,3,2,4,Yes,,Go for run first thing in morn,,,,,,,3,,The leaves sweeping across lullwater path as rain droplets started to pour down on my bare skin while I ran,3,"Karina, Trevor",,"Frustration at Kheyal for incompetence with technology, also at her for continually texting me her stresses about secret organization hazing as well as dramatizing things",,,,,,,,,,,,,,,,,,,,,
9/22/2022 1:07:21,Trevor’s surprise party,Huge stress over honors and it not being feasible to do,3,3,,3,2,2,4,2,5,Yes,,,,,,,,Yes,3,,The random interaction while waiting for bus with the guy who was interested that I bet $1 on a rock paper scissors game with Adway (he’s a finance and entrepreneurship major who likes to watch TV especially Westworld),4,"Karina, Trevor, Steve",,Honors indecision and how much I should change the project based on others response to ir,,,,,,,,,,,,,,,,,,,,,
9/21/2022 1:28:15,"Productive work in library, being moved by Children of Men, lunch with Jaeden",,5,3,,5,3,4,3,2,3,Yes,,,,,,,,Yes,5,,Feeling of crying during Children of Men almost in awe of a human’s ability to feel so strongly from pictures on a screen,4,"Jaeden, Kheyal, Karina",,,Jaeden test on Saturday he’s stressed about,She brought me m&m’s :),,,,,,,,,,,,,,,,,,,
9/20/2022 0:16:39,"Lunch conversation about love with Nandish and Demetrios, running into Kewal Caleb and Samir while walking in circles with Alyssa",,5,5,,5,3,5,3,3,3,Yes,,when asking about progress from another person on mutual project it can’t hurt to ask when they expect to finish it by. Will set clear guidelines of work,"Seek child look wonder at the mundane, Recognize when I'm pleasing others over myself, Do not allow resentment to grow towards myself or others, Seize the moment to be alive, Appreciate the value friends bring in my life",,Recognize when I'm pleasing others over myself,,,Yes,5,,Playing around with Samir Caleb and Kewal at night with them picking me up and us joking we hadn’t seen each other in a long time,5,"Samir, Caleb, Kewal, Demetrios, Nandish, Alyssa, Karina",,I feel so happy and lucky to be alive with the people around me,,,,,,,,,,,,,,,,,,,,,
9/19/2022 0:46:53,"Working at b school feeling productive in morning, lunch with Honors students talking about film and religion, dinner with Karina and parents (felt so comfortable!)",,5,5,,5,3,5,2,2,3,Yes,,Exercise is key,,,,,,,4,,Mom showing Karina my baby photos… felt so at comfort surrounded by people I love,5,"Karina, Demetrios",,,Demetrios student council retreat next weekend,,,,,,,,,,,,,,,,,,,,
9/18/2022 0:34:47,"Peaceful walk and running into Chip the interior designer who liked my drawing, lunch with mom, Adway chat check in","Indecision about what to work on, not sure who to reach out to to hang out and talk",4,3,,4,4,3,2,5,2,,,Sometimes taking a shower can help formalize a plan for what to do first,,,,,,Yes,2,,Chip’s story about the power lines being taken down by a tree and how they twanged and made a huge sound… seemed epic,2,"Adway, Karina",,"Feeling indecision on what projects to work on, not sure what to do for honors thesis (Blender or Maya)",Adway has meeting with Harvard (?) teaching person on Tuesday,She doesn’t like feeling of coffee,,,,,,,,,,,,,,,,,,,
9/17/2022 0:06:27,"Lunch creative convo with Connor, bathroom conversation with Sam Bochner about leadership, dinner at Echo for Jaeden’s birthday","Stress over prepping for ETV meeting, hard Pierce conversation setting boundaries",5,4,,5,2,4,3,3,4,,,Good to practice giving criticism,,,,,,Yes,5,,The moment when Karina swapped places with Nandish while holding my hand in the restaurant and I didn’t even notice 😂,5,"Karina, Jaeden, Sam Bochner, Nandish, Connor",,"Frustration to myself for not following up with Mavani about doing lunch, hard to be critical to other people","Hadley mock trial thing tmr, Ikki filming a short tomorrow as well",She likes coffee flavored ice cream,,,,,,,,,,,,,,,,,,,
9/16/2022 0:24:42,"Staying Afloat shot listing with Kheyal, Karina kid date night","Waking up at 5am by accident and being tired throughout day, overthinking comments on my honors project from class workshop today",5,5,,4,3,3,3,3,3,Yes,,,"Seek child look wonder at the mundane, Be inspired by the opportunity of fear, Do not allow resentment to grow towards myself or others, Ask questions first and seek to understand with patience, Appreciate the value friends bring in my life",,,Maybe have question of ‘what do you think you need to work on mindset wise from today?’,The values questions… good to remember but not sure how useful they are to track,Yes,4,,The feeling of excitement from jumping over railing of ESC balcony to sneak those shots,5,"Karina, Kheyal, Jaeden, Trevor",,Unsure about stakes of my honors thesis,,"She likes Kinder chocolate, is scared of dolls, loves fluffy things (should get her that soft stuffed animal from target!)",,,,,,,,,,,,,,,,,,,
9/14/2022 23:44:18,"Walk with Alyssa through lullwater reconnecting, Lauren advice call, dinner with Tyler, creating storyboards for Staying Afloat with Kheyal",,5,4,,5,3,4,2,4,3,Yes,,,"Seek child look wonder at the mundane, Be inspired by the opportunity of fear, Recognize when I'm pleasing others over myself, Do not allow resentment to grow towards myself or others, Appreciate the value friends bring in my life",,,,,Yes,4,,Tiffany mentioned how she likes how much I appreciate my friends :),5,"Karina, Tyler, Samir, Jaeden, Connor, Kheyal",,,"Karina biology exam next week (Tuesday?), Trevor exam next Thursday",,,,,,,,,,,,,,,,,,,,
9/14/2022 0:10:54,"Watching Certified Copy and having thought provoking walk through lullwater after, Katrina’s care for me at lunch",Anxiety over Noor,4,2,,3,3,2,3,3,3,Yes,,Reaching out to friends is great way to alleviate anxiety (even if it’s just to chat and grab lunch),"Seek child look wonder at the mundane, Be inspired by the opportunity of fear, Recognize when I'm pleasing others over myself, Seize the moment to be alive, Appreciate the value friends bring in my life",,"Recognize when I'm pleasing others over myself, Do not allow resentment to grow towards myself or others",,,Yes,3,,The spiderweb flowing in the wind and my amazement at how it kept up,2,"Karina, Alexis, Trevor",,"Noor anxiety and frustration and not sure if I should say something for my own mental peace or if I should keep quiet and let things play out, Kheyal frustration over not feeling like she cares about my creative perspective with having a larger row boat print",,Put tape with messages on them throughout her apartment,,,,,,,,,,,,,,,,,,,
9/12/2022 23:29:39,"Stop motion water drop test with Kheyal, deep lunch convo with jaeden, making tacos for dinner with Nandish and Demetrios",,5,5,,5,3,4,3,3,4,,,Jaeden: “do you care about others opinions or their feelings?”… cause there’s a major difference there,"Seek child look wonder at the mundane, Be inspired by the opportunity of fear, Recognize when I'm pleasing others over myself, Ask questions first and seek to understand with patience, Claim responsibility for my actions, Appreciate the value friends bring in my life",,Do not allow resentment to grow towards myself or others,,,Yes,5,,The lil connection with Sahana about her learning stuff about me through Karina (super great fun convo),5,"Ikki, Nandish, Jaeden, Demetrios, Ben Thomas",,Should I be more directive with ETV? Am I being too nice?,Jaeden wanting to pursue romantic relationship but not sure how,She got me pistachio ice cream!,,,,,,,,,,,,,,,,,,,
9/12/2022 0:43:36,"Watching game of thrones with group, cuddling with Karina",,5,3,,4,3,4,2,3,4,,,,"Seek child look wonder at the mundane, Be inspired by the opportunity of fear, Recognize when I'm pleasing others over myself, Contribute to a family of love and support, Ask questions first and seek to understand with patience, Appreciate the value friends bring in my life, Dedicate my art to love for the world and humanity",A continual point of struggle appears to be not building resentment towards myself or others… I should take some time to break this down. Maybe into more specific bullet points or journal about resentment and my philosophy on this. Random: should I add principle for tipping? Felt awkward not know how much to tip today,Do not allow resentment to grow towards myself or others,,The how much did not finishing goals bother me question,Yes,3,,The three lil clouds near the sunset that Karina and I laughed at while eating in towers,4,"Karina, Demetrios, Harrison, Julia",,Still some frustration with Noor situation,,Just feel lucky to have her,,,,,,,,,,,,,,,,,,,
9/11/2022 1:08:13,"Working together on production day, watching the Room in theaters m",Exhaustion,4,4,,3,2,5,5,1,5,Yes,,,"Be inspired by the opportunity of fear, Recognize when I'm pleasing others over myself",,,,,Yes,2,2,The giddiness of creative energy coming up with concept for music video,3,"Demetrios, Jake, Will",,,,,,,,,,,,,,,,,,,,,,,
9/10/2022 1:14:18,Group dinner outing to El Tesoro,"Meetings back to back, working last minute ETV stuff",4,2,,3,1,2,5,1,5,,,,"Seek child look wonder at the mundane, Be inspired by the opportunity of fear, Recognize when I'm pleasing others over myself, Do not allow resentment to grow towards myself or others, Appreciate the value friends bring in my life",,,,,Yes,4,,How caring Karina was for me at dinner when she asked how I was doing and such,4,"Karina, Nandish",,,Demetrios has neuroscience test on Thursday he’s stressed out about,,,,,,,,,,,,,,,,,,,,
9/9/2022 1:20:17,Running into Kewal Samir Caleb Demetrios for dinner outside Cox,Bad timing with calling Karina,5,3,,4,3,4,3,2,5,Yes,,,"Seek child look wonder at the mundane, Be inspired by the opportunity of fear, Recognize when I'm pleasing others over myself",,Do not allow resentment to grow towards myself or others,,,Yes,3,,The small moment when Kewal leaned down and kissed my head on Cox bridge… such a funny and lovely man,4,"Kewal, Samir, Caleb, Demetrios",,Frustration towards Noor for not being considerate of others,,"She’s got 6 swoop chats tmr, busy day!",,,,,,,,,,,,,,,,,,,
9/8/2022 1:09:39,"Breakfast deep conversation with Ikki about filmmaking, long phone call with Hadley about ETV stuff, dancing with Karina in her room",Some ETV organization stress,5,3,,4,2,3,3,2,5,,,Communicate with my ETV team about events. I’m not in this alone,"Be inspired by the opportunity of fear, Recognize when I'm pleasing others over myself, Ask questions first and seek to understand with patience, Claim responsibility for my actions",,Do not allow resentment to grow towards myself or others,,,Yes,4,3,How energizing the spontaneous interactions with people can be… whether it’s a hug with Cade or a run in with Lauren,3,"Karina, Ikki, Kheyal, Demetrios",,"Frustration with Isabel for being standoffish, stress over ETV organization, frustration with Adway for not communicating about dinner",,"Dancing in her room, the way that Mia likes me",,,,,,,,,,,,,,,,,,,
9/7/2022 0:39:57,"Afternoon lunch with Ki Lee, running into Caleb Samir and Kewal in libs, connecting with ‘… and live goes one’ film, studying with Karina late at night",,5,4,,5,3,4,3,2,4,Yes,,,"Seek child look wonder at the mundane, Be inspired by the opportunity of fear, Seize the moment to be alive, Ask questions first and seek to understand with patience, Appreciate the value friends bring in my life, Dedicate my art to love for the world and humanity",Cycled through Noor thoughts today which made it hard to not build up resentment,Do not allow resentment to grow towards myself or others,,,Yes,5,,Feeling of connection to the landscapes in Iran… reminds me of Armenia,5,"Caleb, Samir, Kewal, Karina, Ki Lee",,,,Karina joking that cats take on owner personality… in that Mia comes out to see me cause she likes me :),,,,,,,,,,,,,,,,,,,
9/6/2022 0:00:30,"Kheyal honors conversation, Koan music conversation about Doodle, hanging with Karina’s friends for dinner",,5,4,,3,3,5,2,3,4,Yes,,Being more upfront with people is easier than I thought (in regards to bringing stuff up with kheyal),"Seek child look wonder at the mundane, Be inspired by the opportunity of fear, Recognize when I'm pleasing others over myself, Do not allow resentment to grow towards myself or others, Seize the moment to be alive, Appreciate the value friends bring in my life",,,,,Yes,4,,"Karina and I pulling each other away from puddles of water in the darkness, and seeing the three deer in lullwater together",5,"Karina, Jaeden, Kheyal",,Had sensitive conversation with kheyal today which went well. She’s receptive,,,,,,,,,,,,,,,,,,,,,
9/5/2022 1:39:41,"Jaeden lunch conversation about stress and life, getting into AI art finally, setting up website",,5,4,,5,3,5,2,4,4,,,,"Recognize when I'm pleasing others over myself, Do not allow resentment to grow towards myself or others, Appreciate the value friends bring in my life, Dedicate my art to love for the world and humanity",,,,,Yes,4,,The joyous feeling of laying down and getting lost in dreams,5,"Jaeden, Demetrios, Nandish",,,,She’s meeting with Hannah tomorrow,,,,,,,,,,,,,,,,,,,
9/4/2022 1:31:39,"Personal time to work on my own projects, long personal talk with Adway about feeling overwhelmed this morning, random call with Samir to gush about Primal, Nandish calling and saying hello when he saw me driving, great dinner conversation with Nandish demetrios and jaeden",,5,4,,5,3,5,1,5,3,Yes,,Saying no is respectful,"Seek child look wonder at the mundane, Recognize when I'm pleasing others over myself, Do not allow resentment to grow towards myself or others, Seize the moment to be alive, Make time to share experiences with my family, Ask questions first and seek to understand with patience, Appreciate the value friends bring in my life",,,,Cut the ‘does it bother you’ question for goals,Yes,5,,The great personal convo adway and I had this morning about goals and the future,5,"Nandish, Karina, Samir, Jaeden, Demetrios, Adway",,Kheyal asking to reserve me for a certain time to film song fest really bugged me. Don’t like that there’s an assumption. Also am not interested in filming song fest. Wouldn’t do it if it wasn’t for a friend so why do it?,"Adway stressed about being overwhelmed and MCAT score which comes out in 5 days, Jaeden birthday on September 19th",She hates the feeling of coffee,,,,,,,,,,,,,,,,,,,
9/2/2022 23:45:29,"ETV meeting energy with so many people excited about film, Alexis conversation about honors project and creativity, giving Alyssa her MCAT book gift",,5,5,,4,2,5,2,3,4,,,,"Seek child look wonder at the mundane, Be inspired by the opportunity of fear, Recognize when I'm pleasing others over myself, Do not allow resentment to grow towards myself or others, Seize the moment to be alive, Ask questions first and seek to understand with patience",,,,,Yes,4,,Lauren coming up and introducing herself to me and having a wonderful chat about why she wants to be a director,5,"Karina, Ikki, Alexis",,,,,,,,,,,,,,,,,,,,,,,
9/2/2022 1:03:31,"Planning row boat animation with Kheyal, Karina date night seeing beautiful clouds and saying I love you",Noor interaction in library with her being dismissive,5,5,,4,3,4,2,2,3,,,,"Seek child look wonder at the mundane, Be inspired by the opportunity of fear, Recognize when I'm pleasing others over myself, Do not allow resentment to grow towards myself or others, Seize the moment to be alive, Ask questions first and seek to understand with patience",,Do not allow resentment to grow towards myself or others,,,,4,,"Sharing the beautiful sky outside Publix with passerby's, saying I love you to Karina",4,"Karina, Kheyal, Willa",,Frustration with Noor… should I say something or is saying nothing the respectful thing to do (but what about respecting myself??),Adway sent apologize text to Kaneesha which he was stressing about,,,,,,,,,,,,,,,,,,,,
9/1/2022 0:24:03,"Film club fait having a lot of interest, breakthrough on honors thesis script with having the reveal at the end be that the robot has been dancing in front of every previous window","Non stop work, not finishing homework, hecticness of club fair",3,2,,2,1,2,5,1,5,Yes,,Don’t need to sell or force people to sign up for film club just have a conversation with them,,,,,,Yes,2,4,"Dancing with Karina in Asbury circle, the one guy at the fair who said he watched my films, Karina looking at her watch to tell her bank account balance",2,Karina,,I want to say I love you to Karina,,,,,,,,,,,,,,,,,,,,,
8/31/2022 0:19:17,"Watching Sherlock Jr in class and laughing my ass off, dinner with Kheyal talking about row boat stop motion, Anna FaceTime about dragon con outfit","Overwhelming feeling and anxiety of having so much work, not having personal time to breath, Covid stresses",3,2,,2,1,2,5,2,5,Yes,,,,,,,,Yes,2,4,The feeling of being a badass with my website coming together,3,"Kheyal, Anna",,,"Kheyal application due tmr morning, Anna dragon con this weekend",,,,,,,,,,,,,,,,,,,,
